time	r_thigh_gx	r_thigh_gy	r_thigh_gz	r_thigh_ax	r_thigh_ay	r_thigh_az	r_thigh_mx	r_thigh_my	r_thigh_mz	r_shin_gx	r_shin_gy	r_shin_gz	r_shin_ax	r_shin_ay	r_shin_az	r_shin_mx	r_shin_my	r_shin_mz	r_foot_gx	r_foot_gy	r_foot_gz	r_foot_ax	r_foot_ay	r_foot_az	r_foot_mx	r_foot_my	r_foot_mz	l_thigh_gx	l_thigh_gy	l_thigh_gz	l_thigh_ax	l_thigh_ay	l_thigh_az	l_thigh_mx	l_thigh_my	l_thigh_mz	l_shin_gx	l_shin_gy	l_shin_gz	l_shin_ax	l_shin_ay	l_shin_az	l_shin_mx	l_shin_my	l_shin_mz	l_foot_gx	l_foot_gy	l_foot_gz	l_foot_ax	l_foot_ay	l_foot_az	l_foot_mx	l_foot_my	l_foot_mz	up_torso_gx	up_torso_gy	up_torso_gz	up_torso_ax	up_torso_ay	up_torso_az	up_torso_mx	up_torso_my	up_torso_mz	lo_torso_gx	lo_torso_gy	lo_torso_gz	lo_torso_ax	lo_torso_ay	lo_torso_az	lo_torso_mx	lo_torso_my	lo_torso_mz	gaitStageRight	gaitStageLeft	step_count
4.00691	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	4	0	15	384	-478	-4038	2470	-803	-1889	None	None	None	None	None	None	None	None	None	0	0	0
4.02727	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	5	0	12	391	-476	-4037	2434	-840	-1896	None	None	None	None	None	None	None	None	None	0	0	0
4.04669	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	5	1	12	383	-479	-4046	2447	-829	-1888	None	None	None	None	None	None	None	None	None	0	0	0
4.06721	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	5	0	13	383	-477	-4044	2434	-858	-1901	None	None	None	None	None	None	None	None	None	0	0	0
4.08657	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	4	1	12	387	-477	-4045	2437	-836	-1917	None	None	None	None	None	None	None	None	None	0	0	0
4.10698	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	4	2	12	384	-477	-4040	2466	-850	-1928	None	None	None	None	None	None	None	None	None	0	0	0
4.12631	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	5	2	12	388	-472	-4035	2463	-851	-1899	None	None	None	None	None	None	None	None	None	0	0	0
4.14678	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	5	0	11	381	-477	-4046	2460	-863	-1890	None	None	None	None	None	None	None	None	None	0	0	0
4.16621	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	5	1	12	385	-475	-4040	2432	-847	-1933	None	None	None	None	None	None	None	None	None	0	0	0
4.18671	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	5	2	13	383	-474	-4041	2428	-834	-1898	None	None	None	None	None	None	None	None	None	0	0	0
4.2061	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	6	2	14	386	-481	-4038	2447	-804	-1955	None	None	None	None	None	None	None	None	None	0	0	0
4.22646	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	4	0	15	388	-479	-4040	2447	-809	-1944	None	None	None	None	None	None	None	None	None	0	0	0
4.24576	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	6	1	12	384	-479	-4048	2439	-832	-1911	None	None	None	None	None	None	None	None	None	0	0	0
4.26635	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	5	4	15	389	-474	-4037	2420	-852	-1892	None	None	None	None	None	None	None	None	None	0	0	0
4.28573	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	6	3	12	385	-479	-4045	2428	-825	-1883	None	None	None	None	None	None	None	None	None	0	0	0
4.30611	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	5	1	13	382	-476	-4042	2424	-834	-1921	None	None	None	None	None	None	None	None	None	0	0	0
4.32551	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	6	1	13	387	-474	-4038	2395	-841	-1893	None	None	None	None	None	None	None	None	None	0	0	0
4.34583	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	4	2	12	387	-477	-4047	2415	-843	-1963	None	None	None	None	None	None	None	None	None	0	0	0
4.36535	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	6	0	14	385	-483	-4042	2415	-842	-1906	None	None	None	None	None	None	None	None	None	0	0	0
4.3858	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	5	1	13	383	-476	-4038	2419	-851	-1939	None	None	None	None	None	None	None	None	None	0	0	0
4.40531	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	5	-1	12	384	-478	-4040	2416	-868	-1914	None	None	None	None	None	None	None	None	None	0	0	0
4.42574	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	4	0	10	384	-473	-4045	2427	-829	-1911	None	None	None	None	None	None	None	None	None	0	0	0
4.44499	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	5	1	12	385	-472	-4048	2442	-840	-1927	None	None	None	None	None	None	None	None	None	0	0	0
4.46559	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	3	-1	13	386	-478	-4042	2420	-838	-1934	None	None	None	None	None	None	None	None	None	0	0	0
4.48481	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	3	2	14	387	-478	-4041	2398	-833	-1917	None	None	None	None	None	None	None	None	None	0	0	0
4.50541	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	5	3	14	382	-475	-4043	2436	-833	-1957	None	None	None	None	None	None	None	None	None	0	0	0
4.52475	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	6	-2	13	389	-476	-4037	2430	-845	-1917	None	None	None	None	None	None	None	None	None	0	0	0
4.54512	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	4	1	13	390	-480	-4045	2458	-848	-1956	None	None	None	None	None	None	None	None	None	0	0	0
4.56465	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	3	-1	14	386	-479	-4043	2456	-831	-1953	None	None	None	None	None	None	None	None	None	0	0	0
4.58498	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	6	2	13	380	-476	-4038	2444	-835	-1955	None	None	None	None	None	None	None	None	None	0	0	0
4.6045	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	3	2	11	386	-478	-4044	2449	-852	-1890	None	None	None	None	None	None	None	None	None	0	0	0
4.62475	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	4	2	11	386	-473	-4042	2425	-846	-1931	None	None	None	None	None	None	None	None	None	0	0	0
4.64433	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	4	1	14	388	-478	-4042	2429	-851	-1925	None	None	None	None	None	None	None	None	None	0	0	0
4.66466	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	4	1	14	387	-479	-4042	2451	-836	-1915	None	None	None	None	None	None	None	None	None	0	0	0
4.68402	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	6	-1	15	389	-478	-4038	2421	-866	-1919	None	None	None	None	None	None	None	None	None	0	0	0
4.70453	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	5	-1	12	384	-474	-4046	2462	-859	-1941	None	None	None	None	None	None	None	None	None	0	0	0
4.72394	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	4	2	13	386	-477	-4045	2430	-865	-1969	None	None	None	None	None	None	None	None	None	0	0	0
4.74409	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	4	2	14	385	-476	-4038	2432	-818	-1932	None	None	None	None	None	None	None	None	None	0	0	0
4.76369	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	3	2	13	387	-482	-4043	2412	-832	-1947	None	None	None	None	None	None	None	None	None	0	0	0
4.78407	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	5	2	10	382	-474	-4044	2425	-842	-1947	None	None	None	None	None	None	None	None	None	0	0	0
4.80375	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	3	-1	13	385	-479	-4047	2451	-833	-1938	None	None	None	None	None	None	None	None	None	0	0	0
4.82388	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	2	2	13	386	-478	-4043	2405	-834	-1936	None	None	None	None	None	None	None	None	None	0	0	0
4.84336	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	6	-1	11	386	-473	-4040	2419	-866	-1919	None	None	None	None	None	None	None	None	None	0	0	0
4.86392	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	4	4	15	388	-477	-4040	2410	-843	-1921	None	None	None	None	None	None	None	None	None	0	0	0
4.88328	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	3	3	13	384	-476	-4041	2412	-829	-1981	None	None	None	None	None	None	None	None	None	0	0	0
4.90366	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	5	2	13	385	-476	-4039	2423	-826	-1954	None	None	None	None	None	None	None	None	None	0	0	0
4.92315	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	6	2	14	388	-475	-4044	2418	-842	-1939	None	None	None	None	None	None	None	None	None	0	0	0
4.94343	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	6	1	13	384	-476	-4038	2416	-837	-1925	None	None	None	None	None	None	None	None	None	0	0	0
4.96302	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	3	1	13	382	-476	-4041	2390	-858	-1932	None	None	None	None	None	None	None	None	None	0	0	0
4.9835	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	4	1	13	388	-471	-4042	2424	-815	-1953	None	None	None	None	None	None	None	None	None	0	0	0
5.00298	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	4	-1	14	392	-483	-4052	2445	-830	-1917	None	None	None	None	None	None	None	None	None	0	0	0
5.02328	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	4	3	12	388	-477	-4042	2420	-831	-1960	None	None	None	None	None	None	None	None	None	0	0	0
5.04272	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	4	-2	13	384	-479	-4049	2427	-838	-1943	None	None	None	None	None	None	None	None	None	0	0	0
5.06321	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	6	-1	13	384	-479	-4046	2433	-856	-1996	None	None	None	None	None	None	None	None	None	0	0	0
5.08273	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	5	-3	13	388	-475	-4041	2438	-841	-1944	None	None	None	None	None	None	None	None	None	0	0	0
5.1031	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	5	3	13	386	-481	-4047	2467	-834	-1961	None	None	None	None	None	None	None	None	None	0	0	0
5.12259	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	5	0	14	385	-480	-4045	2419	-854	-1980	None	None	None	None	None	None	None	None	None	0	0	0
5.14289	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	4	1	13	384	-475	-4034	2443	-860	-1933	None	None	None	None	None	None	None	None	None	0	0	0
5.16248	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	5	2	12	388	-479	-4043	2446	-833	-1945	None	None	None	None	None	None	None	None	None	0	0	0
5.18302	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	6	0	11	389	-479	-4041	2432	-847	-1927	None	None	None	None	None	None	None	None	None	0	0	0
5.2024	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	5	1	13	384	-480	-4042	2444	-825	-1949	None	None	None	None	None	None	None	None	None	0	0	0
5.22296	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	4	1	11	385	-478	-4044	2429	-847	-1929	None	None	None	None	None	None	None	None	None	0	0	0
5.24232	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	3	3	12	388	-476	-4044	2428	-848	-1957	None	None	None	None	None	None	None	None	None	0	0	0
5.26283	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	3	1	12	384	-477	-4044	2440	-846	-1974	None	None	None	None	None	None	None	None	None	0	0	0
5.28239	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	5	-2	12	388	-478	-4039	2449	-829	-1959	None	None	None	None	None	None	None	None	None	0	0	0
5.30263	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	3	3	10	388	-477	-4045	2472	-840	-1939	None	None	None	None	None	None	None	None	None	0	0	0
5.32224	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	5	1	12	387	-478	-4049	2448	-860	-1908	None	None	None	None	None	None	None	None	None	0	0	0
5.34256	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	3	2	12	383	-474	-4042	2436	-858	-1927	None	None	None	None	None	None	None	None	None	0	0	0
5.36215	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	8	2	13	387	-483	-4041	2452	-880	-1942	None	None	None	None	None	None	None	None	None	0	0	0
5.38236	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	5	-1	16	384	-475	-4042	2437	-875	-1959	None	None	None	None	None	None	None	None	None	0	0	0
5.4019	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	4	-1	11	384	-475	-4039	2444	-857	-1903	None	None	None	None	None	None	None	None	None	0	0	0
5.42241	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	6	0	14	391	-475	-4047	2430	-865	-1899	None	None	None	None	None	None	None	None	None	0	0	0
5.44163	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	5	2	12	384	-476	-4040	2419	-848	-1911	None	None	None	None	None	None	None	None	None	0	0	0
5.46227	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	6	3	11	388	-475	-4048	2434	-826	-1937	None	None	None	None	None	None	None	None	None	0	0	0
5.48165	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	7	2	12	389	-478	-4045	2433	-856	-1903	None	None	None	None	None	None	None	None	None	0	0	0
5.50213	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	5	0	10	388	-476	-4044	2447	-826	-1929	None	None	None	None	None	None	None	None	None	0	0	0
5.52156	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	5	0	13	385	-474	-4053	2439	-852	-1967	None	None	None	None	None	None	None	None	None	0	0	0
5.54191	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	6	1	11	385	-473	-4045	2439	-827	-1924	None	None	None	None	None	None	None	None	None	0	0	0
5.56148	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	4	2	13	390	-477	-4043	2414	-839	-1946	None	None	None	None	None	None	None	None	None	0	0	0
5.58198	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	3	2	12	389	-480	-4042	2422	-840	-1926	None	None	None	None	None	None	None	None	None	0	0	0
5.60151	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	5	2	13	389	-478	-4038	2408	-828	-1944	None	None	None	None	None	None	None	None	None	0	0	0
5.62368	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	5	2	13	385	-480	-4044	2425	-861	-1956	None	None	None	None	None	None	None	None	None	0	0	0
