time	r_thigh_gx	r_thigh_gy	r_thigh_gz	r_thigh_ax	r_thigh_ay	r_thigh_az	r_thigh_mx	r_thigh_my	r_thigh_mz	r_shin_gx	r_shin_gy	r_shin_gz	r_shin_ax	r_shin_ay	r_shin_az	r_shin_mx	r_shin_my	r_shin_mz	r_foot_gx	r_foot_gy	r_foot_gz	r_foot_ax	r_foot_ay	r_foot_az	r_foot_mx	r_foot_my	r_foot_mz	l_thigh_gx	l_thigh_gy	l_thigh_gz	l_thigh_ax	l_thigh_ay	l_thigh_az	l_thigh_mx	l_thigh_my	l_thigh_mz	l_shin_gx	l_shin_gy	l_shin_gz	l_shin_ax	l_shin_ay	l_shin_az	l_shin_mx	l_shin_my	l_shin_mz	l_foot_gx	l_foot_gy	l_foot_gz	l_foot_ax	l_foot_ay	l_foot_az	l_foot_mx	l_foot_my	l_foot_mz	up_torso_gx	up_torso_gy	up_torso_gz	up_torso_ax	up_torso_ay	up_torso_az	up_torso_mx	up_torso_my	up_torso_mz	lo_torso_gx	lo_torso_gy	lo_torso_gz	lo_torso_ax	lo_torso_ay	lo_torso_az	lo_torso_mx	lo_torso_my	lo_torso_mz	gaitStageRight	gaitStageLeft	step_count
5.64137	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	5	4	12	387	-474	-4045	2407	-837	-2006	None	None	None	None	None	None	None	None	None	0	0	0
5.66167	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	4	2	13	384	-482	-4045	2446	-827	-1974	None	None	None	None	None	None	None	None	None	0	0	0
5.68139	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	4	-2	12	383	-477	-4042	2411	-833	-1951	None	None	None	None	None	None	None	None	None	0	0	0
5.70177	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	6	0	10	386	-478	-4041	2419	-841	-1981	None	None	None	None	None	None	None	None	None	0	0	0
5.72129	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	2	1	12	384	-483	-4045	2430	-840	-1979	None	None	None	None	None	None	None	None	None	0	0	0
5.74155	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	4	3	12	387	-474	-4045	2426	-823	-1937	None	None	None	None	None	None	None	None	None	0	0	0
5.76121	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	5	1	11	385	-473	-4046	2429	-831	-1964	None	None	None	None	None	None	None	None	None	0	0	0
5.78161	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	5	1	10	390	-476	-4044	2443	-834	-1922	None	None	None	None	None	None	None	None	None	0	0	0
5.80117	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	4	1	12	384	-477	-4038	2424	-836	-1940	None	None	None	None	None	None	None	None	None	0	0	0
5.82158	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	4	1	12	387	-478	-4040	2446	-852	-1977	None	None	None	None	None	None	None	None	None	0	0	0
5.84105	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	5	0	11	388	-480	-4045	2387	-847	-1938	None	None	None	None	None	None	None	None	None	0	0	0
5.86138	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	3	-1	13	383	-475	-4044	2416	-860	-1939	None	None	None	None	None	None	None	None	None	0	0	0
5.88106	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	3	1	12	381	-470	-4046	2423	-832	-1910	None	None	None	None	None	None	None	None	None	0	0	0
5.90144	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	5	-1	12	386	-473	-4039	2420	-872	-1957	None	None	None	None	None	None	None	None	None	0	0	0
5.921	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	4	1	11	390	-482	-4042	2420	-844	-1893	None	None	None	None	None	None	None	None	None	0	0	0
5.94154	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	4	0	13	385	-473	-4041	2415	-834	-1921	None	None	None	None	None	None	None	None	None	0	0	0
5.96078	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	5	0	14	387	-475	-4044	2407	-841	-1912	None	None	None	None	None	None	None	None	None	0	0	0
5.98162	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	3	2	12	384	-477	-4045	2405	-866	-1903	None	None	None	None	None	None	None	None	None	0	0	0
6.00079	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	3	2	13	387	-481	-4041	2414	-848	-1903	None	None	None	None	None	None	None	None	None	0	0	0
6.02114	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	4	1	12	379	-478	-4038	2454	-863	-1958	None	None	None	None	None	None	None	None	None	0	0	0
6.04006	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	4	4	9	387	-476	-4038	2433	-848	-1910	None	None	None	None	None	None	None	None	None	0	0	0
6.06051	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	4	2	12	392	-477	-4043	2393	-849	-1915	None	None	None	None	None	None	None	None	None	0	0	0
6.08002	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	4	1	12	389	-476	-4041	2421	-862	-1958	None	None	None	None	None	None	None	None	None	0	0	0
6.10057	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	4	0	11	387	-481	-4041	2431	-852	-1974	None	None	None	None	None	None	None	None	None	0	0	0
6.12047	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	6	1	14	390	-473	-4041	2424	-865	-1981	None	None	None	None	None	None	None	None	None	0	0	0
6.14127	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	7	-1	13	385	-476	-4046	2422	-841	-2002	None	None	None	None	None	None	None	None	None	0	0	0
6.16048	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	5	4	15	386	-478	-4046	2449	-846	-1923	None	None	None	None	None	None	None	None	None	0	0	0
6.18138	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	2	0	13	387	-476	-4040	2440	-855	-1960	None	None	None	None	None	None	None	None	None	0	0	0
6.20055	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	3	3	11	389	-475	-4037	2440	-875	-1959	None	None	None	None	None	None	None	None	None	0	0	0
6.2208	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	5	1	12	384	-481	-4042	2437	-837	-1965	None	None	None	None	None	None	None	None	None	0	0	0
6.23976	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	5	3	13	385	-478	-4045	2446	-841	-1982	None	None	None	None	None	None	None	None	None	0	0	0
6.26019	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	4	-1	11	389	-475	-4040	2449	-865	-1959	None	None	None	None	None	None	None	None	None	0	0	0
6.27971	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	4	1	14	386	-476	-4043	2461	-840	-1947	None	None	None	None	None	None	None	None	None	0	0	0
6.30027	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	5	2	9	386	-477	-4041	2460	-830	-1935	None	None	None	None	None	None	None	None	None	0	0	0
6.32012	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	4	4	12	388	-479	-4041	2475	-850	-1996	None	None	None	None	None	None	None	None	None	0	0	0
6.34092	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	5	1	14	383	-475	-4044	2456	-849	-1956	None	None	None	None	None	None	None	None	None	0	0	0
6.36015	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	6	2	12	383	-474	-4041	2469	-847	-1996	None	None	None	None	None	None	None	None	None	0	0	0
6.38101	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	5	1	13	386	-477	-4047	2445	-887	-1947	None	None	None	None	None	None	None	None	None	0	0	0
6.40021	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	3	1	12	383	-475	-4045	2441	-854	-1971	None	None	None	None	None	None	None	None	None	0	0	0
6.42093	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	5	-1	15	385	-481	-4044	2469	-823	-1952	None	None	None	None	None	None	None	None	None	0	0	0
6.44007	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	4	0	14	383	-474	-4046	2440	-837	-1927	None	None	None	None	None	None	None	None	None	0	0	0
6.46076	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	4	1	13	385	-473	-4039	2439	-851	-1924	None	None	None	None	None	None	None	None	None	0	0	0
6.48007	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	5	1	12	384	-481	-4044	2432	-876	-1953	None	None	None	None	None	None	None	None	None	0	0	0
6.50083	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	4	2	14	384	-476	-4038	2427	-830	-1975	None	None	None	None	None	None	None	None	None	0	0	0
6.51985	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	5	2	11	388	-476	-4048	2452	-842	-1941	None	None	None	None	None	None	None	None	None	0	0	0
6.53978	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	5	2	11	387	-479	-4047	2431	-867	-1956	None	None	None	None	None	None	None	None	None	0	0	0
6.55921	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	5	3	13	382	-478	-4040	2456	-862	-1931	None	None	None	None	None	None	None	None	None	0	0	0
6.57987	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	6	2	14	385	-482	-4039	2447	-846	-1935	None	None	None	None	None	None	None	None	None	0	0	0
6.59929	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	5	3	13	385	-473	-4041	2459	-855	-1936	None	None	None	None	None	None	None	None	None	0	0	0
6.62034	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	None	6	0	11	378	-478	-4036	2453	-862	-1920	None	None	None	None	None	None	None	None	None	0	0	0
6.63974	None	None	None	None	None	None	None	None	None	
